OrderID,OrderDate,CustomerID,Region,CustomerSegment,ProductCategory,Product,Quantity,UnitPrice,Revenue,Cost,Profit,ProjectID,ResourceID,ResourceRole,HoursWorked,BillRate,BillAmount,InvoiceStatus,PaymentDate,PO_Created,PONumber,CreditNote,DebitNote
ORD002203,2024-02-23,CUST00948,North,Mid-Market,Electronics,Laptop,5,1027.55,5137.75,4259.57,878.1800000000003,PRJ0333,RES00627,Developer,1.27,60.42,76.73,Submitted,2024-03-09,False,,0.0,0.0
ORD002204,2024-03-30,CUST01277,East,SMB,Software,Analytics License,5,1772.44,8862.2,4310.29,4551.910000000001,PRJ0106,RES00139,Developer,1.91,171.05,326.71,Submitted,2024-04-14,False,,0.0,0.0
ORD002205,2023-06-09,CUST01689,North,Mid-Market,Furniture,Shelf,3,1854.69,5564.07,2894.38,2669.6899999999996,PRJ0482,RES00411,Tester,6.16,53.49,329.5,Overdue,2023-07-09,False,,0.0,0.0
ORD002206,2024-06-06,CUST01194,South,SMB,Electronics,Monitor,5,542.04,2710.2,1498.42,1211.7799999999997,PRJ0479,RES01067,Consultant,10.56,202.9,2142.62,Paid,2024-06-21,True,PO80126,0.0,0.0
ORD002207,2024-10-11,CUST00326,North,Mid-Market,Services,Consulting,7,1726.09,12082.63,8758.34,3324.289999999999,PRJ0113,RES00291,Developer,11.19,174.5,1952.65,Paid,2024-10-18,False,,0.0,0.0
ORD002208,2024-08-12,CUST00269,East,SMB,Services,Support,3,2475.33,7425.99,4401.74,3024.25,PRJ0269,RES00967,Developer,22.29,56.97,1269.86,Overdue,2024-09-11,True,PO50725,0.0,0.0
ORD002209,2023-03-18,CUST01566,West,SMB,Furniture,Chair,7,1686.58,11806.06,6745.58,5060.48,PRJ0439,RES00265,Tester,4.17,258.78,1079.11,Paid,2023-05-02,False,,0.0,0.0
ORD002210,2024-05-23,CUST01975,South,SMB,Office Supplies,Stapler,3,2327.45,6982.35,3708.13,3274.2200000000003,PRJ0146,RES00288,Developer,3.48,183.2,637.54,Submitted,2024-05-30,False,,0.0,0.0
ORD002211,2024-03-16,CUST01889,West,SMB,Electronics,Laptop,4,1048.19,4192.76,2770.21,1422.5500000000002,PRJ0411,RES00125,Tester,13.18,213.72,2816.83,Cancelled,,True,PO44027,0.0,0.0
ORD002212,2023-09-11,CUST01827,North,SMB,Services,Implementation,1,1987.54,1987.54,1451.11,536.4300000000001,PRJ0180,RES00531,Developer,8.74,158.64,1386.51,Submitted,2023-11-10,False,,0.0,0.0
ORD002213,2023-11-16,CUST01671,East,Mid-Market,Services,Implementation,3,1862.4,5587.2,3433.34,2153.8599999999997,PRJ0253,RES00817,Tester,2.65,193.8,513.57,Paid,2023-12-01,True,PO40069,0.0,0.0
ORD002214,2023-09-20,CUST00923,West,SMB,Software,Analytics License,3,2570.93,7712.79,3629.56,4083.23,PRJ0102,RES00652,PM,4.8,87.58,420.38,Paid,2023-10-05,False,,0.0,0.0
ORD002215,2024-08-19,CUST01789,East,Enterprise,Furniture,Chair,4,724.23,2896.92,1700.03,1196.89,PRJ0475,RES01007,Developer,4.76,82.36,392.03,Cancelled,,False,,0.0,0.0
ORD002216,2024-10-19,CUST00539,South,SMB,Services,Implementation,5,849.67,4248.35,3139.56,1108.7900000000004,PRJ0442,RES00986,Analyst,5.91,183.94,1087.09,Paid,2024-10-26,True,PO99952,0.0,0.0
ORD002217,2024-07-07,CUST00222,Central,SMB,Furniture,Chair,2,1199.21,2398.42,1094.21,1304.21,PRJ0279,RES00585,Developer,8.83,81.59,720.44,Paid,2024-07-14,True,PO73556,0.0,0.0
ORD002218,2024-01-09,CUST01580,Central,Enterprise,Office Supplies,Stapler,2,799.96,1599.92,1337.62,262.3000000000002,PRJ0449,RES00982,PM,6.33,130.55,826.38,Paid,2024-02-23,True,PO74898,0.0,0.0
ORD002219,2024-09-28,CUST01549,West,SMB,Furniture,Desk,3,14.7,44.1,37.09,7.009999999999998,PRJ0482,RES00800,Analyst,1.4,173.79,243.31,Paid,2024-10-13,False,,0.0,0.0
ORD002220,2023-06-16,CUST01465,South,Mid-Market,Electronics,Keyboard,3,1802.61,5407.83,4522.12,885.71,PRJ0317,RES00264,PM,7.91,224.1,1772.63,Submitted,2023-06-23,False,,0.0,0.0
ORD002221,2024-04-03,CUST00913,East,SMB,Furniture,Desk,2,629.54,1259.08,772.04,487.03999999999996,PRJ0415,RES00259,Analyst,3.99,78.73,314.13,Submitted,2024-04-18,False,,0.0,0.0
ORD002222,2023-10-07,CUST01185,East,SMB,Software,Antivirus,3,2317.1,6951.3,4002.21,2949.09,PRJ0258,RES00622,Tester,2.31,106.11,245.11,Overdue,2023-11-21,False,,0.0,0.0
ORD002223,2024-11-30,CUST00293,East,Mid-Market,Software,Antivirus,5,84.81,424.05,269.96,154.09000000000003,PRJ0178,RES00556,PM,1.39,122.59,170.4,Submitted,2024-12-30,True,PO62667,0.0,0.0
ORD002224,2023-10-29,CUST01865,East,Mid-Market,Electronics,Keyboard,3,13.61,40.83,27.17,13.659999999999997,PRJ0254,RES00059,PM,14.76,146.14,2157.03,Draft,,False,,0.0,0.0
ORD002225,2024-06-14,CUST00265,North,SMB,Services,Consulting,5,2140.64,10703.2,5548.64,5154.56,PRJ0415,RES01156,Analyst,5.82,89.36,520.08,Paid,2024-07-14,True,PO85135,0.0,0.0
ORD002226,2024-08-02,CUST01714,West,SMB,Office Supplies,Stapler,4,1078.6,4314.4,2076.89,2237.5099999999998,PRJ0068,RES01018,Analyst,3.5,37.83,132.41,Submitted,2024-10-31,True,PO11468,86.29,0.0
ORD002227,2023-08-06,CUST00896,South,SMB,Electronics,Laptop,3,1098.14,3294.42,2463.88,830.54,PRJ0260,RES00990,Tester,3.96,195.44,773.94,Overdue,2023-08-13,True,PO45003,0.0,0.0
ORD002228,2023-04-12,CUST01009,East,Mid-Market,Electronics,Monitor,8,812.0,6496.0,2776.08,3719.92,PRJ0164,RES00441,Tester,1.96,184.27,361.17,Submitted,2023-05-27,False,,0.0,0.0
ORD002229,2024-07-07,CUST01271,West,SMB,Software,Antivirus,5,1151.75,5758.75,4407.76,1350.9899999999998,PRJ0123,RES00215,Tester,3.93,152.45,599.13,Cancelled,,True,PO91875,0.0,0.0
ORD002230,2023-10-15,CUST00320,West,SMB,Furniture,Desk,5,1669.27,8346.35,5136.63,3209.7200000000003,PRJ0045,RES00584,Tester,11.61,252.42,2930.6,Cancelled,,False,,0.0,0.0
ORD002231,2023-06-16,CUST00421,North,Mid-Market,Software,CRM License,6,2136.41,12818.46,10216.6,2601.8599999999988,PRJ0060,RES00342,Tester,10.14,140.29,1422.54,Cancelled,,False,,0.0,0.0
ORD002232,2024-09-12,CUST00467,South,SMB,Furniture,Cabinet,8,1303.0,10424.0,7121.76,3302.24,PRJ0121,RES01000,Developer,3.8,132.5,503.5,Submitted,2024-10-27,False,,0.0,0.0
ORD002233,2023-02-05,CUST01962,Central,SMB,Services,Consulting,4,977.76,3911.04,2806.47,1104.5700000000002,PRJ0072,RES00753,PM,1.49,234.21,348.97,Submitted,2023-02-12,True,PO3342,0.0,0.0
ORD002234,2023-12-19,CUST01346,East,SMB,Electronics,Mouse,2,1289.08,2578.16,1069.85,1508.31,PRJ0432,RES00963,Consultant,6.96,69.66,484.83,Overdue,2024-01-03,False,,0.0,0.0
ORD002235,2024-11-06,CUST00875,East,SMB,Software,Antivirus,2,296.25,592.5,317.47,275.03,PRJ0114,RES00435,Analyst,8.62,29.5,254.29,Draft,,False,,0.0,0.0
ORD002236,2023-03-14,CUST00102,Central,SMB,Software,CRM License,2,2125.97,4251.94,2665.27,1586.6699999999996,PRJ0222,RES00915,Consultant,1.46,99.34,145.04,Submitted,2023-03-29,False,,0.0,0.0
ORD002237,2024-10-09,CUST01582,North,SMB,Software,Antivirus,4,364.62,1458.48,627.34,831.14,PRJ0269,RES00804,Consultant,6.63,122.36,811.25,Overdue,2024-12-08,True,PO92125,0.0,0.0
ORD002238,2023-12-19,CUST01159,North,SMB,Software,Antivirus,5,1833.48,9167.4,3804.5,5362.9,PRJ0093,RES00796,PM,2.18,32.25,70.31,Submitted,2024-01-18,True,PO82365,916.74,0.0
ORD002239,2023-03-11,CUST00832,Central,SMB,Software,Analytics License,1,520.13,520.13,315.76,204.37,PRJ0174,RES00511,Developer,1.94,33.23,64.47,Cancelled,,True,PO63891,0.0,0.0
ORD002240,2024-02-29,CUST01769,East,SMB,Furniture,Shelf,1,775.77,775.77,541.94,233.82999999999993,PRJ0232,RES00747,Developer,2.35,128.03,300.87,Submitted,2024-05-29,False,,0.0,0.0
ORD002241,2024-12-08,CUST00294,South,SMB,Office Supplies,Pen,5,1020.76,5103.8,3514.44,1589.3600000000001,PRJ0220,RES01182,Analyst,8.42,79.5,669.39,Submitted,2025-02-06,False,,0.0,0.0
ORD002242,2024-07-14,CUST00627,South,Mid-Market,Electronics,Mouse,9,1067.74,9609.66,4636.07,4973.59,PRJ0361,RES00212,Tester,1.87,173.4,324.26,Submitted,2024-08-13,False,,0.0,0.0
ORD002243,2024-10-03,CUST01636,Central,SMB,Software,CRM License,4,2243.68,8974.72,5232.89,3741.829999999999,PRJ0436,RES01120,PM,10.37,43.24,448.4,Submitted,2024-10-18,False,,0.0,0.0
ORD002244,2024-05-31,CUST01447,East,Mid-Market,Furniture,Cabinet,4,1074.53,4298.12,2605.85,1692.27,PRJ0199,RES00475,PM,9.51,47.6,452.68,Paid,2024-06-30,False,,0.0,0.0
ORD002245,2024-03-03,CUST00692,Central,Mid-Market,Services,Implementation,6,793.04,4758.24,2583.57,2174.6699999999996,PRJ0174,RES00295,Tester,12.53,55.16,691.15,Submitted,2024-04-02,False,,0.0,0.0
ORD002246,2024-06-22,CUST01808,South,Mid-Market,Services,Support,1,2706.32,2706.32,1498.22,1208.1000000000001,PRJ0447,RES00289,Consultant,9.31,91.31,850.1,Submitted,2024-08-06,False,,0.0,0.0
ORD002247,2023-06-09,CUST00124,South,Mid-Market,Furniture,Chair,4,956.92,3827.68,2737.38,1090.2999999999997,PRJ0187,RES00148,Analyst,3.61,54.51,196.78,Paid,2023-06-24,True,PO40814,0.0,0.0
ORD002248,2023-05-29,CUST00159,South,Enterprise,Services,Consulting,3,1824.41,5473.23,3317.23,2155.9999999999995,PRJ0310,RES00799,Tester,3.69,160.24,591.29,Paid,2023-08-27,False,,0.0,0.0
ORD002249,2023-08-18,CUST01826,South,Mid-Market,Furniture,Desk,3,2050.17,6150.51,2584.63,3565.88,PRJ0415,RES00135,Analyst,4.48,115.07,515.51,Cancelled,,False,,0.0,0.0
ORD002250,2024-12-12,CUST01871,North,Enterprise,Software,Antivirus,6,1677.96,10067.76,4783.76,5284.0,PRJ0094,RES00761,Consultant,3.48,134.38,467.64,Submitted,2025-02-10,False,,0.0,0.0
ORD002251,2024-07-15,CUST00648,West,SMB,Office Supplies,Pen,5,1456.35,7281.75,2944.84,4336.91,PRJ0074,RES00923,Consultant,2.34,114.92,268.91,Overdue,2024-07-30,True,PO75667,0.0,0.0
ORD002252,2023-03-08,CUST01325,East,SMB,Services,Support,4,2704.98,10819.92,4417.58,6402.34,PRJ0047,RES01124,PM,17.25,238.49,4113.95,Submitted,2023-04-07,False,,0.0,0.0
ORD002253,2024-01-16,CUST01366,North,SMB,Furniture,Cabinet,6,1531.75,9190.5,7509.15,1681.3500000000004,PRJ0439,RES00302,Analyst,10.09,145.64,1469.51,Submitted,2024-01-23,False,,0.0,0.0
ORD002254,2023-02-27,CUST01848,West,SMB,Office Supplies,Notebook,3,831.06,2493.18,1720.7,772.4799999999998,PRJ0361,RES00410,Developer,3.47,95.05,329.82,Submitted,2023-03-29,False,,0.0,0.0
ORD002255,2023-09-16,CUST01540,Central,Enterprise,Software,Antivirus,5,2392.38,11961.9,6984.46,4977.44,PRJ0421,RES00557,Tester,1.01,55.83,56.39,Paid,2023-10-31,False,,0.0,0.0
ORD002256,2023-12-08,CUST00792,South,SMB,Office Supplies,Pen,3,1757.43,5272.29,4107.77,1164.5199999999995,PRJ0430,RES00949,Consultant,1.96,188.63,369.71,Submitted,2024-03-07,True,PO33001,0.0,0.0
ORD002257,2023-05-10,CUST00347,North,SMB,Furniture,Cabinet,5,1338.98,6694.9,5094.57,1600.33,PRJ0041,RES00367,Developer,1.94,186.52,361.85,Submitted,2023-06-09,False,,0.0,0.0
ORD002258,2024-12-27,CUST01127,South,SMB,Furniture,Cabinet,1,796.4,796.4,345.94,450.46,PRJ0416,RES00017,Consultant,4.33,124.14,537.53,Submitted,2025-01-11,True,PO37777,0.0,0.0
ORD002259,2023-06-21,CUST01083,West,Mid-Market,Services,Support,4,1529.45,6117.8,2596.18,3521.6200000000003,PRJ0414,RES00501,Tester,7.27,146.29,1063.53,Paid,2023-09-19,False,,0.0,0.0
ORD002260,2024-09-05,CUST01232,North,Enterprise,Electronics,Tablet,5,1802.09,9010.45,6110.5,2899.9500000000007,PRJ0470,RES00350,PM,7.26,157.71,1144.97,Paid,2024-10-05,False,,0.0,0.0
ORD002261,2023-07-28,CUST01932,Central,Enterprise,Electronics,Monitor,8,725.46,5803.68,4552.58,1251.1000000000004,PRJ0328,RES00463,Analyst,12.63,20.98,264.98,Paid,2023-08-12,False,,0.0,0.0
ORD002262,2023-12-20,CUST01489,East,SMB,Furniture,Desk,2,840.25,1680.5,834.49,846.01,PRJ0462,RES00220,PM,4.71,99.45,468.41,Submitted,2024-02-03,True,PO93384,0.0,0.0
ORD002263,2024-04-15,CUST00336,East,Mid-Market,Electronics,Monitor,3,465.12,1395.36,910.66,484.69999999999993,PRJ0464,RES00990,Developer,2.75,201.16,553.19,Overdue,2024-04-30,False,,0.0,0.0
ORD002264,2023-04-26,CUST01391,West,Mid-Market,Office Supplies,Stapler,6,684.81,4108.86,2274.04,1834.8199999999997,PRJ0363,RES01063,Developer,4.74,85.88,407.07,Submitted,2023-06-25,True,PO81078,0.0,0.0
ORD002265,2023-09-21,CUST00500,South,Enterprise,Electronics,Monitor,3,1037.39,3112.17,1876.02,1236.15,PRJ0338,RES00448,PM,6.45,99.42,641.26,Submitted,2023-11-05,True,PO54312,0.0,0.0
ORD002266,2024-10-23,CUST00499,South,SMB,Furniture,Cabinet,4,1904.78,7619.12,4409.12,3210.0,PRJ0463,RES00006,Consultant,3.53,232.24,819.81,Submitted,2024-11-22,False,,0.0,0.0
ORD002267,2024-03-17,CUST01931,West,SMB,Office Supplies,Paper,7,1245.45,8718.15,5482.62,3235.5299999999997,PRJ0286,RES00571,Consultant,7.01,32.93,230.84,Overdue,2024-04-16,False,,0.0,0.0
ORD002268,2024-07-01,CUST01081,East,SMB,Furniture,Desk,3,1841.94,5525.82,4032.65,1493.1699999999996,PRJ0242,RES00465,Developer,14.96,157.33,2353.66,Submitted,2024-08-30,True,PO30529,0.0,0.0
ORD002269,2024-03-28,CUST01879,South,SMB,Services,Consulting,7,2290.31,16032.17,11104.46,4927.710000000001,PRJ0437,RES00015,PM,3.17,95.65,303.21,Overdue,2024-04-04,True,PO87412,0.0,0.0
ORD002270,2024-04-21,CUST00678,South,SMB,Electronics,Monitor,4,1818.95,7275.8,4672.01,2603.79,PRJ0233,RES00449,Tester,1.69,173.7,293.55,Submitted,2024-06-05,False,,0.0,0.0
ORD002271,2023-10-14,CUST01654,North,Mid-Market,Electronics,Keyboard,4,1493.19,5972.76,4277.2,1695.5600000000004,PRJ0454,RES00477,Developer,6.83,134.82,920.82,Cancelled,,True,PO63225,0.0,0.0
ORD002272,2023-10-30,CUST00027,North,SMB,Software,Analytics License,5,2425.0,12125.0,6272.09,5852.91,PRJ0071,RES00057,Consultant,5.94,240.35,1427.68,Overdue,2023-11-14,False,,0.0,0.0
ORD002273,2023-11-07,CUST01039,North,SMB,Software,Analytics License,4,584.34,2337.36,1303.19,1034.17,PRJ0075,RES00224,Consultant,6.2,209.91,1301.44,Submitted,2023-12-07,True,PO53119,0.0,0.0
ORD002274,2023-07-27,CUST00073,South,Mid-Market,Office Supplies,Paper,2,1876.99,3753.98,2932.63,821.3499999999999,PRJ0283,RES00878,Consultant,1.79,33.3,59.61,Submitted,2023-08-26,False,,0.0,0.0
ORD002275,2024-09-09,CUST00493,West,SMB,Furniture,Cabinet,5,506.04,2530.2,1337.35,1192.85,PRJ0134,RES00120,Tester,1.63,43.51,70.92,Overdue,2024-11-08,True,PO1233,0.0,0.0
ORD002276,2024-03-21,CUST01035,Central,SMB,Office Supplies,Notebook,4,1150.25,4601.0,3375.86,1225.1399999999999,PRJ0382,RES00225,Consultant,8.37,151.11,1264.79,Paid,2024-04-20,False,,0.0,0.0
ORD002277,2024-10-31,CUST01187,South,SMB,Furniture,Shelf,4,477.89,1911.56,1507.49,404.06999999999994,PRJ0015,RES00128,Developer,10.8,112.21,1211.87,Paid,2024-12-15,True,PO9694,0.0,0.0
ORD002278,2024-09-24,CUST00607,North,Enterprise,Electronics,Laptop,1,230.74,230.74,164.9,65.84,PRJ0424,RES00544,Analyst,11.05,76.04,840.24,Paid,2024-10-01,True,PO96676,0.0,0.0
ORD002279,2023-02-24,CUST00612,Central,Enterprise,Software,Analytics License,4,1727.4,6909.6,3901.15,3008.4500000000003,PRJ0158,RES00787,Tester,1.02,74.19,75.67,Draft,,True,PO12246,0.0,0.0
ORD002280,2023-01-12,CUST00768,West,SMB,Office Supplies,Paper,3,1955.65,5866.95,2981.28,2885.6699999999996,PRJ0400,RES00740,Developer,1.23,103.12,126.84,Paid,2023-03-13,False,,0.0,0.0
ORD002281,2024-10-18,CUST00637,East,SMB,Furniture,Cabinet,3,2185.63,6556.89,4736.98,1819.9100000000008,PRJ0257,RES00792,Analyst,1.22,192.32,234.63,Submitted,2024-12-17,True,PO5925,0.0,0.0
ORD002282,2024-02-04,CUST00525,East,SMB,Furniture,Chair,2,413.58,827.16,524.26,302.9,PRJ0104,RES00966,Tester,6.95,165.4,1149.53,Submitted,2024-02-11,False,,0.0,0.0
ORD002283,2024-10-09,CUST00254,North,Mid-Market,Software,Antivirus,2,1628.71,3257.42,2633.09,624.3299999999999,PRJ0326,RES00404,Consultant,5.73,124.92,715.79,Paid,2024-10-16,False,,0.0,0.0
ORD002284,2024-05-29,CUST01566,South,SMB,Furniture,Desk,3,1984.21,5952.63,4081.63,1871.0,PRJ0455,RES00570,Tester,1.09,210.33,229.26,Overdue,2024-07-28,False,,0.0,0.0
ORD002285,2024-10-17,CUST01250,North,Enterprise,Office Supplies,Notebook,4,909.57,3638.28,1486.1,2152.1800000000003,PRJ0095,RES00196,Tester,2.14,152.46,326.26,Paid,2024-11-16,True,PO60019,0.0,0.0
ORD002286,2024-06-25,CUST00013,South,Mid-Market,Electronics,Mouse,2,1731.24,3462.48,2795.98,666.5,PRJ0220,RES00418,Tester,8.23,263.4,2167.78,Paid,2024-08-24,False,,0.0,0.0
ORD002287,2023-08-25,CUST01357,East,Mid-Market,Furniture,Shelf,2,1063.28,2126.56,1680.34,446.22,PRJ0218,RES00326,Consultant,11.99,252.48,3027.24,Submitted,2023-09-24,True,PO13161,0.0,0.0
ORD002288,2023-10-06,CUST01012,South,SMB,Furniture,Cabinet,4,387.26,1549.04,1221.98,327.05999999999995,PRJ0022,RES00003,Consultant,1.6,183.47,293.55,Submitted,2023-10-13,False,,0.0,0.0
ORD002289,2023-12-14,CUST00808,South,Enterprise,Office Supplies,Stapler,3,302.71,908.13,683.49,224.64,PRJ0450,RES00439,Analyst,3.12,180.97,564.63,Submitted,2023-12-21,False,,0.0,0.0
ORD002290,2024-09-18,CUST00126,Central,Enterprise,Furniture,Desk,6,1697.44,10184.64,4850.51,5334.129999999999,PRJ0157,RES00631,PM,5.98,167.54,1001.89,Paid,2024-09-25,True,PO18503,0.0,0.0
ORD002291,2023-04-14,CUST01913,East,SMB,Software,Antivirus,1,1490.76,1490.76,943.41,547.35,PRJ0405,RES00721,Analyst,11.05,71.37,788.64,Submitted,2023-06-13,False,,0.0,0.0
ORD002292,2024-09-21,CUST00518,West,SMB,Furniture,Shelf,5,1465.71,7328.55,3740.01,3588.54,PRJ0138,RES00790,Developer,4.38,116.49,510.23,Paid,2024-10-21,False,,0.0,0.0
ORD002293,2024-05-31,CUST01842,South,Mid-Market,Electronics,Keyboard,6,89.21,535.26,338.53,196.73000000000002,PRJ0223,RES00193,Consultant,5.36,195.49,1047.83,Draft,,False,,0.0,0.0
ORD002294,2023-09-05,CUST01463,Central,SMB,Office Supplies,Paper,4,1320.47,5281.88,3500.73,1781.15,PRJ0471,RES00039,Developer,20.72,73.02,1512.97,Submitted,2023-09-12,False,,0.0,0.0
ORD002295,2023-12-30,CUST00684,North,Mid-Market,Office Supplies,Stapler,6,1823.52,10941.12,8085.36,2855.760000000001,PRJ0135,RES00437,Developer,5.56,96.07,534.15,Draft,,True,PO51396,0.0,0.0
ORD002296,2023-11-17,CUST00658,South,Enterprise,Electronics,Mouse,4,1150.55,4602.2,2589.97,2012.23,PRJ0222,RES00092,PM,4.11,186.45,766.31,Paid,2023-12-02,True,PO65396,0.0,0.0
ORD002297,2024-09-24,CUST01977,West,SMB,Services,Support,5,2598.83,12994.15,5920.97,7073.179999999999,PRJ0001,RES00666,Tester,2.52,171.88,433.14,Submitted,2024-10-24,True,PO27507,0.0,0.0
ORD002298,2023-10-13,CUST01886,Central,SMB,Office Supplies,Pen,3,1222.74,3668.22,2282.19,1386.0299999999997,PRJ0259,RES00916,Tester,6.1,136.69,833.81,Paid,2023-11-12,False,,0.0,0.0
ORD002299,2023-05-29,CUST00496,North,Mid-Market,Electronics,Keyboard,3,1893.03,5679.09,2865.51,2813.58,PRJ0288,RES00517,Developer,8.09,168.64,1364.3,Paid,2023-07-28,False,,0.0,0.0
ORD002300,2023-03-25,CUST00086,South,SMB,Office Supplies,Pen,3,119.38,358.14,177.24,180.89999999999998,PRJ0122,RES00662,Consultant,7.19,32.49,233.6,Paid,2023-05-24,False,,0.0,0.0
ORD002301,2024-02-10,CUST01401,North,Mid-Market,Services,Support,6,2377.92,14267.52,6361.12,7906.400000000001,PRJ0161,RES00464,Developer,5.89,194.11,1143.31,Submitted,2024-03-11,True,PO19919,0.0,0.0
ORD002302,2024-03-31,CUST00225,West,SMB,Furniture,Chair,3,906.3,2718.9,1273.21,1445.69,PRJ0041,RES00029,Analyst,1.83,34.7,63.5,Submitted,2024-04-15,False,,0.0,0.0
ORD002303,2023-06-10,CUST00357,Central,SMB,Office Supplies,Stapler,5,2226.43,11132.15,7223.51,3908.6399999999994,PRJ0053,RES01198,Analyst,18.2,103.54,1884.43,Submitted,2023-07-10,False,,0.0,0.0
ORD002304,2024-04-04,CUST00045,North,Mid-Market,Electronics,Keyboard,3,779.88,2339.64,1865.55,474.0899999999999,PRJ0149,RES00500,Tester,9.97,121.63,1212.65,Submitted,2024-04-19,False,,0.0,0.0
ORD002305,2024-07-03,CUST01890,Central,SMB,Office Supplies,Paper,5,1114.62,5573.1,4216.35,1356.75,PRJ0316,RES00036,Developer,3.4,114.32,388.69,Paid,2024-07-18,False,,0.0,0.0
ORD002306,2024-05-14,CUST00740,West,Mid-Market,Software,CRM License,6,1123.43,6740.58,4464.31,2276.2699999999995,PRJ0442,RES00039,Analyst,3.94,69.05,272.06,Paid,2024-05-29,False,,0.0,0.0
ORD002307,2024-05-23,CUST01898,South,SMB,Furniture,Cabinet,2,2132.06,4264.12,2997.47,1266.65,PRJ0323,RES00139,Developer,1.74,118.19,205.65,Paid,2024-06-07,True,PO40035,0.0,0.0
ORD002308,2024-10-15,CUST01574,South,Mid-Market,Office Supplies,Stapler,4,1419.5,5678.0,4103.13,1574.87,PRJ0017,RES01104,Tester,11.19,218.2,2441.66,Overdue,2024-10-30,True,PO22185,0.0,0.0
ORD002309,2024-04-25,CUST00631,South,Mid-Market,Software,Analytics License,5,1706.12,8530.6,3836.52,4694.08,PRJ0381,RES00821,Developer,4.67,126.94,592.81,Paid,2024-06-09,False,,0.0,0.0
ORD002310,2024-10-24,CUST01788,Central,Enterprise,Software,Antivirus,4,704.84,2819.36,1738.45,1080.91,PRJ0059,RES01033,Consultant,7.71,106.49,821.04,Paid,2024-11-08,True,PO83268,0.0,0.0
ORD002311,2023-04-24,CUST01730,South,Enterprise,Services,Consulting,2,689.85,1379.7,628.89,750.8100000000001,PRJ0419,RES00130,Consultant,14.87,54.15,805.21,Paid,2023-06-08,True,PO46440,0.0,0.0
ORD002312,2024-07-31,CUST00254,North,Enterprise,Services,Support,3,467.4,1402.2,981.79,420.4100000000001,PRJ0338,RES00051,Analyst,13.64,91.67,1250.38,Overdue,2024-08-30,False,,0.0,0.0
ORD002313,2023-12-27,CUST00262,South,SMB,Software,Analytics License,2,431.38,862.76,388.06,474.7,PRJ0241,RES00291,PM,6.28,49.78,312.62,Cancelled,,True,PO56653,0.0,0.0
ORD002314,2023-12-07,CUST00917,South,Mid-Market,Furniture,Chair,5,1052.98,5264.9,2859.9,2404.9999999999995,PRJ0067,RES00841,Tester,6.51,68.99,449.12,Submitted,2024-01-06,False,,0.0,0.0
ORD002315,2024-03-24,CUST01028,South,SMB,Software,Analytics License,4,1704.16,6816.64,3903.59,2913.05,PRJ0190,RES00814,Tester,7.1,144.16,1023.54,Paid,2024-03-31,False,,0.0,0.0
ORD002316,2023-06-29,CUST01024,North,Mid-Market,Software,CRM License,3,465.51,1396.53,894.67,501.86,PRJ0195,RES01117,Consultant,2.97,48.98,145.47,Submitted,2023-07-29,False,,0.0,0.0
ORD002317,2024-12-02,CUST00874,Central,Enterprise,Furniture,Desk,5,1579.14,7895.7,6088.06,1807.6399999999994,PRJ0353,RES00269,Tester,8.83,242.26,2139.16,Paid,2025-01-01,False,,0.0,0.0
ORD002318,2024-02-11,CUST01948,South,SMB,Software,Analytics License,5,1910.2,9551.0,7189.2,2361.8,PRJ0148,RES00574,Consultant,11.51,188.03,2164.23,Cancelled,,False,,0.0,0.0
ORD002319,2024-10-27,CUST01314,Central,Mid-Market,Software,Analytics License,6,61.35,368.1,267.15,100.95000000000005,PRJ0114,RES00605,Tester,4.13,213.67,882.46,Paid,2024-12-26,False,,0.0,0.0
ORD002320,2023-07-15,CUST01747,North,Enterprise,Furniture,Shelf,8,560.17,4481.36,2825.77,1655.5899999999997,PRJ0355,RES00195,Consultant,1.34,206.92,277.27,Submitted,2023-08-29,False,,0.0,0.0
ORD002321,2024-04-10,CUST00162,Central,SMB,Office Supplies,Paper,2,2119.17,4238.34,2299.92,1938.42,PRJ0457,RES00919,Developer,5.68,137.73,782.31,Submitted,2024-05-10,False,,0.0,0.0
ORD002322,2023-11-07,CUST01879,South,Mid-Market,Office Supplies,Pen,2,2329.8,4659.6,2843.66,1815.9400000000005,PRJ0203,RES01185,Developer,8.09,197.75,1599.8,Paid,2023-12-07,False,,0.0,0.0
ORD002323,2023-09-19,CUST00205,East,SMB,Furniture,Desk,3,1125.24,3375.72,1815.41,1560.3099999999997,PRJ0381,RES00086,Consultant,3.72,250.52,931.93,Submitted,2023-10-04,False,,0.0,0.0
ORD002324,2024-02-23,CUST01715,East,SMB,Electronics,Keyboard,3,1569.31,4707.93,2820.32,1887.6100000000001,PRJ0097,RES00780,Tester,11.91,181.75,2164.64,Paid,2024-04-08,False,,470.79,0.0
ORD002325,2024-02-10,CUST00428,West,SMB,Office Supplies,Pen,3,2075.25,6225.75,3466.19,2759.56,PRJ0356,RES00084,Tester,2.2,91.65,201.63,Overdue,2024-03-11,False,,0.0,0.0
ORD002326,2023-05-23,CUST01620,Central,SMB,Services,Support,4,1074.15,4296.6,2713.5,1583.1000000000004,PRJ0127,RES00041,Analyst,4.51,159.55,719.57,Submitted,2023-07-07,False,,0.0,0.0
